,Year,Jurisdiction,Month,Area (hectares),Number,ONI,Phase,DateTime,MeanNum,MeanArea,anomalyArea,anomalyNumber
1324,2017,Ontario,May,29.30000024,46,0.3,N,2017-05-01,178.96666666666667,21420.913333643322,-6.594535458170968,-1.3585581722713191
1325,2017,Ontario,June,20645.9,40,0.32,N,2017-06-01,214.43333333333334,73529.24666674131,-1.270166488426854,-1.6791194356349086
1326,2017,Ontario,July,73383.1,230,0.15,N,2017-07-01,273.73333333333335,45599.263333547664,0.4758021024545721,-0.17407508755347353
1327,2017,Ontario,August,17507.1,369,-0.1,N,2017-08-01,282.8,15268.00333374793,0.13684715970373768,0.26605671001810943
1332,2017,Quebec,May,311.0,32,0.3,N,2017-05-01,172.46666666666667,34188.71666666667,-4.699858034407926,-1.6844680782840924
1333,2017,Quebec,June,36988.6,77,0.32,N,2017-06-01,176.83333333333334,159924.09999999998,-1.4640895706213493,-0.8314022475322442
1334,2017,Quebec,July,930.3,88,0.15,N,2017-07-01,126.86666666666666,64893.493333333354,-4.244995526086278,-0.365799851715733
1335,2017,Quebec,August,121.1,56,-0.1,N,2017-08-01,114.7,13285.800000000001,-4.697834424113125,-0.7169683334001757
1336,2017,Saskatchewan,May,256.1,72,0.3,N,2017-05-01,132.0,82480.8007005367,-5.774752833252702,-0.6061358035703156
1337,2017,Saskatchewan,June,6.2,15,0.32,N,2017-06-01,139.5,240441.73137799994,-10.565683765949524,-2.2300144001592104
1338,2017,Saskatchewan,July,39543.5,66,0.15,N,2017-07-01,123.46666666666667,92916.68320466668,-0.8543018803121596,-0.6263164720774891
1339,2017,Saskatchewan,August,358410.4,135,-0.1,N,2017-08-01,92.06666666666666,61460.80761933333,1.763279001352515,0.38276182613134746
1340,2017,Yukon,May,2887.38,9,0.3,N,2017-05-01,17.133333333333333,14600.006000000001,-1.6206724231303329,-0.6438013064567903
1341,2017,Yukon,June,251052.61,45,0.32,N,2017-06-01,46.266666666666666,110718.75306666669,0.8186692889985111,-0.0277592696342746
1342,2017,Yukon,July,139183.42,32,0.15,N,2017-07-01,36.5,52139.65806666666,0.9818667811119139,-0.13157635778871932
1343,2017,Yukon,August,6156.03,25,-0.1,N,2017-08-01,15.9,7316.592333333331,-0.17271260208905453,0.45255671564201483
1344,2018,Alberta,May,30217.75,438,-0.22,N,2018-05-01,293.3,109081.34033333331,-1.2836643454507604,0.40102293439304065
1345,2018,Alberta,June,12959.45,320,-0.0,N,2018-06-01,246.3,43903.09533333333,-1.2201595745754736,0.26177069066728
1346,2018,Alberta,July,7286.24,147,0.1,N,2018-07-01,262.4,27698.73566666666,-1.3353991304203587,-0.5794374702911975
1347,2018,Alberta,August,8925.36,160,0.24,N,2018-08-01,179.2,14241.275333333331,-0.46724779891199597,-0.11332868530700312
1348,2018,British Columbia,May,36551.165,175,-0.22,N,2018-05-01,173.93333333333334,10548.055033333332,1.2427715739366112,0.00611388988899569
1349,2018,British Columbia,June,11542.169,325,-0.0,N,2018-06-01,213.46666666666667,16654.6782,-0.36668395157593403,0.4203444898752875
1350,2018,British Columbia,July,603465.584,670,0.1,N,2018-07-01,490.9,97810.56520000003,1.8196564117349954,0.311037271321005
1351,2018,British Columbia,August,701699.429,755,0.24,N,2018-08-01,646.1333333333333,39134.222799999996,2.8865078009210885,0.15571186841481843
1352,2018,Manitoba,May,66744.5,172,-0.22,N,2018-05-01,61.733333333333334,11219.75666666667,1.7831956844852839,1.0246704432694835
1353,2018,Manitoba,June,31403.0,97,-0.0,N,2018-06-01,81.1,113683.52999999998,-1.2865151056310495,0.17902801738201568
1354,2018,Manitoba,July,122061.3,106,0.1,N,2018-07-01,96.83333333333333,65655.53333333334,0.6201014950107803,0.09044780648821092
1355,2018,Manitoba,August,8413.8,53,0.24,N,2018-08-01,69.0,21649.239999999998,-0.9450971349277215,-0.2638145910451376
1356,2018,New Brunswick,May,130.9,124,-0.22,N,2018-05-01,101.36666666666666,324.7366666666666,-0.9085809245684784,0.20153725958982766
1357,2018,New Brunswick,June,36.8,34,-0.0,N,2018-06-01,48.666666666666664,407.5666666666666,-2.4047066733071496,-0.35863380842406534
1358,2018,New Brunswick,July,101.6,40,0.1,N,2018-07-01,39.266666666666666,36.99666666666667,1.010215716648603,0.018503471564559726
1359,2018,New Brunswick,August,1.7,15,0.24,N,2018-08-01,47.3,32.88666666666667,-2.962439056075312,-1.148460094395677
1360,2018,Newfoundland and Labrador,May,71.1,41,-0.22,N,2018-05-01,28.866666666666667,340.4933333333334,-1.5663082095382839,0.35088453980402806
1361,2018,Newfoundland and Labrador,June,12.1,18,-0.0,N,2018-06-01,23.233333333333334,3956.4066666666668,-5.789886032295103,-0.2552162712022039
1362,2018,Newfoundland and Labrador,July,285.8,19,0.1,N,2018-07-01,15.266666666666667,5015.961599999999,-2.8650881612852936,0.2187671767144108
1363,2018,Newfoundland and Labrador,August,7.2,24,0.24,N,2018-08-01,16.433333333333334,4493.5539393333365,-6.436318164861797,0.37874203796741085
1364,2018,Northwest Territories,May,3.02,3,-0.22,N,2018-05-01,10.166666666666666,17611.68966666667,-8.671061314771885,-1.2205021062771466
1365,2018,Northwest Territories,June,3232.31,14,-0.0,N,2018-06-01,74.3,296274.0203466667,-4.518087718600583,-1.6690536221084549
1366,2018,Northwest Territories,July,7998.2,34,0.1,N,2018-07-01,116.16666666666667,270865.54480666673,-3.522406036770847,-1.2286654169163076
1367,2018,Northwest Territories,August,4483.0,5,0.24,N,2018-08-01,37.36666666666667,34038.66033333333,-2.027204482097409,-2.011341128975904
1368,2018,Nova Scotia,May,28.07000011,51,-0.22,N,2018-05-01,86.6,185.45746667033328,-1.8881241712770278,-0.5294741828440637
1369,2018,Nova Scotia,June,31.06999995,24,-0.0,N,2018-06-01,33.53333333333333,148.04179999833335,-1.5612519445130715,-0.3344861386495835
1370,2018,Nova Scotia,July,4.759999955,23,0.1,N,2018-07-01,30.866666666666667,34.10286666516667,-1.9691337883937152,-0.2941826370548744
1371,2018,Nova Scotia,August,3.150000025,17,0.24,N,2018-08-01,28.566666666666666,28.31560000083334,-2.1960104287785227,-0.5190271928794082
1372,2018,Ontario,May,4038.300002,190,-0.22,N,2018-05-01,178.96666666666667,21420.913333643322,-1.6685438915717012,0.05982450340007194
1373,2018,Ontario,June,77069.1,245,-0.0,N,2018-06-01,214.43333333333334,73529.24666674131,0.047019181120823976,0.13325932079588204
1374,2018,Ontario,July,166056.3,521,0.1,N,2018-07-01,273.73333333333335,45599.263333547664,1.2924353260586536,0.643595645276698
1375,2018,Ontario,August,18206.6,299,0.24,N,2018-08-01,282.8,15268.00333374793,0.17602481247669247,0.055703639368268665
1380,2018,Quebec,May,170.4,188,-0.22,N,2018-05-01,172.46666666666667,34188.71666666667,-5.301502332191945,0.08623798174613005
1381,2018,Quebec,June,63534.7,123,-0.0,N,2018-06-01,176.83333333333334,159924.09999999998,-0.9231131143439388,-0.3630233140135107
1382,2018,Quebec,July,22505.8,199,0.1,N,2018-07-01,126.86666666666666,64893.493333333354,-1.0589743081094842,0.4501681585305531
1383,2018,Quebec,August,31.0,38,0.24,N,2018-08-01,114.7,13285.800000000001,-6.060463870187025,-1.1047338644089393
1384,2018,Saskatchewan,May,64873.7,174,-0.22,N,2018-05-01,132.0,82480.8007005367,-0.2401232447264113,0.27625337662815813
1385,2018,Saskatchewan,June,56316.5,120,-0.0,N,2018-06-01,139.5,240441.73137799994,-1.4514902139860837,-0.15057285847937432
1386,2018,Saskatchewan,July,2906.2,57,0.1,N,2018-07-01,123.46666666666667,92916.68320466668,-3.4648568261891888,-0.7729199462693646
1387,2018,Saskatchewan,August,31125.9,28,0.24,N,2018-08-01,92.06666666666666,61460.80761933333,-0.6803594271549208,-1.1903084421318781
1388,2018,Yukon,May,168.16,6,-0.22,N,2018-05-01,17.133333333333333,14600.006000000001,-4.463861311526607,-1.0492664145649546
1389,2018,Yukon,June,16782.12,11,-0.0,N,2018-06-01,46.266666666666666,110718.75306666669,-1.8866791958228277,-1.436526486606224
1390,2018,Yukon,July,54700.33,21,0.1,N,2018-07-01,36.5,52139.65806666666,0.047943891817562374,-0.5527898228650229
1391,2018,Yukon,August,6634.87,11,0.24,N,2018-08-01,15.9,7316.592333333331,-0.09780561682300427,-0.36842383642781534
1392,2019,Alberta,May,815383.27,306,0.54,E,2019-05-01,293.3,109081.34033333331,2.0115644271177144,0.04238912596897536
1393,2019,Alberta,June,2926.29,172,0.45,N,2019-06-01,246.3,43903.09533333333,-2.7082494172258467,-0.3590558283130392
1394,2019,Alberta,July,66961.69,192,0.28,N,2019-07-01,262.4,27698.73566666666,0.882733896462414,-0.3123746850421523
1395,2019,Alberta,August,3.13,73,0.15,N,2019-08-01,179.2,14241.275333333331,-8.422866736328748,-0.8980430593924389
1396,2019,British Columbia,May,10093.178,135,0.54,E,2019-05-01,173.93333333333334,10548.055033333332,-0.04408173580966684,-0.25339730559608886
1397,2019,British Columbia,June,468.211,191,0.45,N,2019-06-01,213.46666666666667,16654.6782,-3.5715273799019904,-0.11120726440782013
1398,2019,British Columbia,July,2467.828,152,0.28,N,2019-07-01,490.9,97810.56520000003,-3.6796941882797665,-1.1723599202177304
1399,2019,British Columbia,August,7357.923,125,0.15,N,2019-08-01,646.1333333333333,39134.222799999996,-1.6712196557711503,-1.642692143531905
1400,2019,Manitoba,May,4663.4,80,0.54,E,2019-05-01,61.733333333333334,11219.75666666667,-0.8779314165637547,0.25920260112991234
1401,2019,Manitoba,June,39958.9,59,0.45,N,2019-06-01,81.1,113683.52999999998,-1.0455671095088062,-0.3181455172156477
1402,2019,Manitoba,July,23714.3,84,0.28,N,2019-07-01,96.83333333333333,65655.53333333334,-1.0183436408379198,-0.1421744887805426
1403,2019,Manitoba,August,111.0,34,0.15,N,2019-08-01,69.0,21649.239999999998,-5.273195427576048,-0.7077459799810979
1404,2019,New Brunswick,May,121.5,87,0.54,E,2019-05-01,101.36666666666666,324.7366666666666,-0.9831003347037295,-0.15283618736062551
1405,2019,New Brunswick,June,18.7,19,0.45,N,2019-06-01,48.666666666666664,407.5666666666666,-3.0816809946214936,-0.9405553538737863
1406,2019,New Brunswick,July,17.9,21,0.28,N,2019-07-01,39.266666666666666,36.99666666666667,-0.7260271056490694,-0.6258535448259536
1407,2019,New Brunswick,August,40.4,32,0.15,N,2019-08-01,47.3,32.88666666666667,0.20576247782962173,-0.3907743926981607
1408,2019,Newfoundland and Labrador,May,75.6,44,0.54,E,2019-05-01,28.866666666666667,340.4933333333334,-1.5049392631619918,0.4215021070179814
1409,2019,Newfoundland and Labrador,June,0.7,8,0.45,N,2019-06-01,23.233333333333334,3956.4066666666668,-8.63976642883653,-1.0661464874185327
1410,2019,Newfoundland and Labrador,July,218.4,11,0.28,N,2019-07-01,15.266666666666667,5015.961599999999,-3.1340521829103105,-0.327776529653659
1411,2019,Newfoundland and Labrador,August,12.7,16,0.15,N,2019-08-01,16.433333333333334,4493.5539393333365,-5.868797197419261,-0.026723070140753508
1412,2019,Northwest Territories,May,3484.29,8,0.54,E,2019-05-01,10.166666666666666,17611.68966666667,-1.620298573992466,-0.2396728532654202
1413,2019,Northwest Territories,June,6054.13,32,0.45,N,2019-06-01,74.3,296274.0203466667,-3.890544086726397,-0.842375048923987
1414,2019,Northwest Territories,July,94783.08,88,0.28,N,2019-07-01,116.16666666666667,270865.54480666673,-1.0500316408156987,-0.2776891270542625
1415,2019,Northwest Territories,August,844.51,11,0.15,N,2019-08-01,37.36666666666667,34038.66033333333,-3.696495648748873,-1.222883768611634
1416,2019,Nova Scotia,May,47.41,45,0.54,E,2019-05-01,86.6,185.45746667033328,-1.3639923886555665,-0.6546373257980697
1417,2019,Nova Scotia,June,16.04,13,0.45,N,2019-06-01,33.53333333333333,148.04179999833335,-2.2224090638703897,-0.9475906115359923
1418,2019,Nova Scotia,July,2.33,7,0.28,N,2019-07-01,30.866666666666667,34.10286666516667,-2.683513179605653,-1.4837667039287108
1419,2019,Nova Scotia,August,27.62,34,0.15,N,2019-08-01,28.566666666666666,28.31560000083334,-0.024872741571426216,0.17411998768053702
1420,2019,Ontario,May,3990.200001,58,0.54,E,2019-05-01,178.96666666666667,21420.913333643322,-1.6805263481935413,-1.1267565582139947
1421,2019,Ontario,June,256939.3,103,0.45,N,2019-06-01,214.43333333333334,73529.24666674131,1.251156629323012,-0.7332699015192092
1422,2019,Ontario,July,8539.000001,152,0.28,N,2019-07-01,273.73333333333335,45599.263333547664,-1.6752476563812086,-0.5882738756303925
1423,2019,Ontario,August,154.6000004,193,0.15,N,2019-08-01,282.8,15268.00333374793,-4.592673493473152,-0.3820497451175322
1428,2019,Quebec,May,27.6,53,0.54,E,2019-05-01,172.46666666666667,34188.71666666667,-7.121835173864056,-1.1799120675316974
1429,2019,Quebec,June,5000.8,58,0.45,N,2019-06-01,176.83333333333334,159924.09999999998,-3.465101428046945,-1.1147646588395088
1430,2019,Quebec,July,4549.0,119,0.28,N,2019-07-01,126.86666666666666,64893.493333333354,-2.6578399332907865,-0.06401317308241003
1431,2019,Quebec,August,24.5,95,0.15,N,2019-08-01,114.7,13285.800000000001,-6.29577795712149,-0.1884431325347842
1432,2019,Saskatchewan,May,1096.3,73,0.54,E,2019-05-01,132.0,82480.8007005367,-4.320624673777687,-0.5923424814379799
1433,2019,Saskatchewan,June,1822.1,59,0.45,N,2019-06-01,139.5,240441.73137799994,-4.882488096944738,-0.8605271573557008
1434,2019,Saskatchewan,July,44928.4,58,0.28,N,2019-07-01,123.46666666666667,92916.68320466668,-0.7266331005960307,-0.7555282035574953
1435,2019,Saskatchewan,August,8.1,13,0.15,N,2019-08-01,92.06666666666666,61460.80761933333,-8.934290914488138,-1.9575635948455452
1436,2019,Yukon,May,135237.21,25,0.54,E,2019-05-01,17.133333333333333,14600.006000000001,2.2260084079626465,0.3778499410751911
1437,2019,Yukon,June,64179.9,18,0.45,N,2019-06-01,46.266666666666666,110718.75306666669,-0.5453031522008498,-0.9440500015084298
1438,2019,Yukon,July,56460.07,63,0.28,N,2019-07-01,36.5,52139.65806666666,0.07960781214143393,0.5458224658030869
1439,2019,Yukon,August,34.0,4,0.15,N,2019-08-01,15.9,7316.592333333331,-5.371539445714135,-1.3800247481062953
